k1_slp1,k1_iast,species_canonical,species_raw,L_number,page_col,sense_citation,lexicographer_only,dcs_band,dcs_band_label
vizamacCada,viṣamacchada,Alstonia scholaris,Alstonia Scholaris,201955,"996,3",L.,yes,2,rare(2-9)
vizamacCada,viṣamacchada,Echites scholaris,Echites Scholaris,201956,"996,3",W.,no,2,rare(2-9)
vizamapalASa,viṣamapalāśa,Alstonia scholaris,Alstonia Scholaris,201969,"996,3",L.,yes,,
vizARI,viṣāṇī,Odina pinnata,Odina Pinnata,202137,"997,3",L.,yes,2,rare(2-9)
vizARI,viṣāṇī,Tragia involucrata,Tragia Involucrata,202137,"997,3",L.,yes,2,rare(2-9)
vizARI,viṣāṇī,Costus speciosus,Costus Speciosus,202138,"997,3",L.,yes,2,rare(2-9)
vizARI,viṣāṇī,Arabicus,Arabicus,202138,"997,3",L.,yes,2,rare(2-9)
vizARikA,viṣāṇikā,Odina pinnata,Odina Pinnata,202146.3,"997,3",L.,yes,3,uncommon(10-99)
vizARikA,viṣāṇikā,Senna,Senna,202146.3,"997,3",L.,yes,3,uncommon(10-99)
vizARikA,viṣāṇikā,Asclepias geminata,Asclepias Geminata,202146.3,"997,3",L.,yes,3,uncommon(10-99)
vizARin,viṣāṇin,Trapa bispinosa,Trapa Bispinosa,202151,"997,3",L.,yes,3,uncommon(10-99)
vizvaksenakAntA,viṣvaksenakāntā,Dioscorea,Dioscorea,202225,"998,1",Car.,no,2,rare(2-9)
vizvaksenapriyA,viṣvaksenapriyā,Dioscorea,Dioscorea,202227,"998,1",L.,yes,1,hapax(1)
vizRukrAntA,viṣṇukrāntā,Clitoria ternatea,Clitoria Ternatea,202425,"999,2",L.; Pañcar.; ŚārṅgS.,no,3,uncommon(10-99)
vizRukrAntA,viṣṇukrāntā,Evolvulus alsinoides,Evolvulus Alsinoides,202425,"999,2",L.; Pañcar.; ŚārṅgS.,no,3,uncommon(10-99)
vizRukrAnti,viṣṇukrānti,Evolvulus alsinoides,Evolvulus Alsinoides,202426,"999,2",L.,yes,,
vizRuparRikA,viṣṇuparṇikā,Hedysarum lagopodioides,Hedysarum Lagopodioides,202520,"999,3",L.,yes,,
vizRuvallaBA,viṣṇuvallabhā,Echites caryophyllata,Echites Caryophyllata,202595,"1000,1",W.,no,2,rare(2-9)
vizRuvallaBA,viṣṇuvallabhā,Ocimum sanctum,Ocimum Sanctum,202596,"1000,1",ib.,no,2,rare(2-9)
visAriRI,visāriṇī,Glycine debilis,Glycine Debilis,202753,"1001,1",L.,yes,1,hapax(1)
visarpiRI,visarpiṇī,Ptychotis ajowan,Ptychotis Ajowan,202851.6,"1001,2",L.,yes,2,rare(2-9)
vItaSoka,vītaśoka,Jonesia asoka,Jonesia Asoka,203384,"1004,2",MBh.,no,,
vINKA,vīṅkhā,Carpopogon pruriens,Carpopogon Pruriens,203440,"1004,3",L.,yes,,
vIwaka,vīṭaka,Areca,Areca,203464,"1004,3",Pañcad.,no,,
vIwi,vīṭi,Piper betel,Piper Betel,203467,"1004,3",L.,yes,,
vIra,vīra,Terminalia arunja,Terminalia Arunja,203576,"1005,2",L.,yes,5,very-common(1000+)
vIra,vīra,Nerium odorum,Nerium Odorum,203576,"1005,2",L.,yes,5,very-common(1000+)
vIra,vīra,Guilandina bonduc,Guilandina Bonduc,203576,"1005,2",L.,yes,5,very-common(1000+)
virA,virā,Flacourtia cataphracta,Flacourtia Cataphracta,203591,"1005,2",L.,yes,,
virA,virā,Convolvulus paniculatus,Convolvulus Paniculatus,203591,"1005,2",L.,yes,,
virA,virā,Gmelina arborea,Gmelina Arborea,203591,"1005,2",L.,yes,,
vIra,vīra,Arundo tibialis,Arundo Tibialis,203596,"1005,2",L.,yes,5,very-common(1000+)
vIra,vīra,Costus speciosus,Costus Speciosus,203600,"1005,2",,no,5,very-common(1000+)
vIra,vīra,Andropogon muricatus,Andropogon Muricatus,203600,"1005,2",,no,5,very-common(1000+)
vIrataRqula,vīrataṇḍula,Amaranthus polygonoides,Amaranthus Polygonoides,203632,"1005,3",L.,yes,,
vIratara,vīratara,Andropogon muricatus,Andropogon Muricatus,203635.4,"1005,3",,no,2,rare(2-9)
vIrataru,vīrataru,Pentaptera arjuna,Pentaptera Arjuna,203636,"1005,3",L.,yes,2,rare(2-9)
vIrataru,vīrataru,Andropogon muricatus,Andropogon Muricatus,203636,"1005,3",L.,yes,2,rare(2-9)
vIrataru,vīrataru,Barleria longifolia,Barleria Longifolia,203636,"1005,3",L.,yes,2,rare(2-9)
vIratfRa,vīratṛṇa,Andropogon,Andropogon,203640,"1005,3",L.,yes,,
vIratfRa,vīratṛṇa,Muricatus,Muricatus,203640,"1005,3",L.,yes,,
vIradru,vīradru,Terminalia arunja,Terminalia Arunja,203648,"1005,3",L.,yes,2,rare(2-9)
vIraBadra,vīrabhadra,Andropogon muricatus,Andropogon Muricatus,203693,"1006,1",L.,yes,3,uncommon(10-99)
vIraBadraka,vīrabhadraka,Andropogon muricatus,Andropogon Muricatus,203707,"1006,1",L.,yes,1,hapax(1)
vIravfkza,vīravṛkṣa,Semecarpus anacardium,Semecarpus Anacardium,203766,"1006,1",Bhpr.,no,2,rare(2-9)
vIravfkza,vīravṛkṣa,Pentaptera,Pentaptera,203767,"1006,2",L.,yes,2,rare(2-9)
vIravfkza,vīravṛkṣa,Terminalia arunja,Terminalia Arunja,203767,"1006,2",L.,yes,2,rare(2-9)
vIravfkza,vīravṛkṣa,Andropogon,Andropogon,203768,"1006,2",L.,yes,2,rare(2-9)
vIravfkza,vīravṛkṣa,Holcus sorghum,Holcus Sorghum,203768,"1006,2",L.,yes,2,rare(2-9)
vIravetasa,vīravetasa,Rumex vesicarius,Rumex Vesicarius,203770,"1006,2",L.,yes,1,hapax(1)
vIrAKya,vīrākhya,Guilandina bonduc,Guilandina Bonduc,203830,"1006,2",L.,yes,,
vIraka,vīraka,Nerium odorum,Nerium Odorum,203867,"1006,3",L.,yes,3,uncommon(10-99)
vIraRa,vīraṇa,Andropogon muricatus,Andropogon Muricatus,203878,"1006,3",MBh.,no,3,uncommon(10-99)
vIriRa,vīriṇa,Andropogon muricatus,Andropogon Muricatus,203886,"1006,3",ŚBr.; GṛŚrS.,no,2,rare(2-9)
vfti,vṛti,Piper betel,Piper Betel,203992,"1007,2",Mn.; MBh.,no,3,uncommon(10-99)
vftiMkara,vṛtiṃkara,Flacourtia sapida,Flacourtia Sapida,203996,"1007,2",L.,yes,,
vfTAkfsarasaMyAva,vṛthākṛsarasaṃyāva,Sesamum,sesamum,204056,"1007,3","Mn. v, 7.",no,,
vfka,vṛka,Pinus longifolia,Pinus Longifolia,204102,"1008,1",L.,yes,4,common(100-999)
vfkI,vṛkī,Clypea hernandifolia,Clypea Hernandifolia,204114,"1008,1",L.,yes,3,uncommon(10-99)
vfkAkzI,vṛkākṣī,Ipomoea turpethum,Ipomoea Turpethum,204148,"1008,1",L.,yes,,
vfkza,vṛkṣa,Wrightia antidysenterica,Wrightia Antidysenterica,204184,"1008,2",Suśr.,no,5,very-common(1000+)
vfkzakanda,vṛkṣakanda,Batatas paniculata,Batatas Paniculata,204186,"1008,2",L.,yes,,
vfkzamfdBU,vṛkṣamṛdbhū,Calamus fascicularis,Calamus Fascicularis,204236,"1008,2",L.,yes,,
vfkzamfdBU,vṛkṣamṛdbhū,Rotang,Rotang,204236,"1008,2",L.,yes,,
vfkzaruhA,vṛkṣaruhā,Cymbidum thessaloides,Cymbidum Thessaloides,204240,"1008,3",L.,yes,2,rare(2-9)
vfkzaruhA,vṛkṣaruhā,Vanda roxburghii,Vanda Roxburghii,204240,"1008,3",L.,yes,2,rare(2-9)
vfkzasAraka,vṛkṣasāraka,Phlomis zeylanica,Phlomis Zeylanica,204257,"1008,3",L.,yes,1,hapax(1)
vfkzAdana,vṛkṣādana,Buchanania latifolia,Buchanania Latifolia,204267,"1008,3",L.,yes,1,hapax(1)
vfkzAdanI,vṛkṣādanī,Vanda roxburghii,Vanda Roxburghii,204268,"1008,3",L.,yes,3,uncommon(10-99)
vfkzAdanI,vṛkṣādanī,Hedysarum gangeticum,Hedysarum Gangeticum,204268,"1008,3",L.,yes,3,uncommon(10-99)
vfkzAdinI,vṛkṣādinī,Vanda roxburghii,Vanda Roxburghii,204269,"1008,3",L.,yes,,
vfkzAmla,vṛkṣāmla,Spondias mangifera,Spondias Mangifera,204280,"1008,3",,no,3,uncommon(10-99)
vfkzotpala,vṛkṣotpala,Pterospermum acerifolium,Pterospermum Acerifolium,204293,"1008,3",L.,yes,,
vfkzaka,vṛkṣaka,Wrightia antidysenterica,Wrightia Antidysenterica,204299,"1008,3",Car.,no,3,uncommon(10-99)
vfttataRqula,vṛttataṇḍula,Andropogon bicolor,Andropogon Bicolor,204397,"1009,3",L.,yes,1,hapax(1)
vfttaparRI,vṛttaparṇī,Clypea hernandifolia,Clypea Hernandifolia,204410,"1009,3",L.,yes,2,rare(2-9)
vfttapuzpa,vṛttapuṣpa,Nauclea cadamba,Nauclea Cadamba,204413,"1009,3",L.,yes,2,rare(2-9)
vfttapuzpa,vṛttapuṣpa,Acacia sirissa,Acacia Sirissa,204414,"1009,3",L.,yes,2,rare(2-9)
vfttapuzpa,vṛttapuṣpa,Rosa moschata,Rosa Moschata,204415,"1009,3",L.,yes,2,rare(2-9)
vfttaPalA,vṛttaphalā,Myrobolan,Myrobolan,204424,"1009,3",L.,yes,2,rare(2-9)
vfttaPalA,vṛttaphalā,Solanum melongena,Solanum Melongena,204425,"1009,3",L.,yes,2,rare(2-9)
vfttabIja,vṛttabīja,Abelmoschus esculentus,Abelmoschus Esculentus,204430,"1009,3",L.,yes,2,rare(2-9)
vfttabIjA,vṛttabījā,Cajanus indicus,Cajanus Indicus,204431,"1009,3",L.,yes,1,hapax(1)
vfttamallikA,vṛttamallikā,Jasminum sambac,Jasminum Sambac,204436,"1009,3",L.,yes,2,rare(2-9)
vfttamallikA,vṛttamallikā,Calotropis gigantea alba,Calotropis Gigantea Alba,204437,"1009,3",L.,yes,2,rare(2-9)
vfdDa,vṛddha,Argyreia speciosa,Argyreia Speciosa,204588,"1010,3",L.,yes,5,very-common(1000+)
vfdDa,vṛddha,Argentea,Argentea,204588,"1010,3",L.,yes,5,very-common(1000+)
vfdDadAra,vṛddhadāra,Argyreia speciosa,Argyreia Speciosa,204628,"1010,3",L.,yes,1,hapax(1)
vfdDadAra,vṛddhadāra,Argentea,Argentea,204628,"1010,3",L.,yes,1,hapax(1)
vfdDaDUpa,vṛddhadhūpa,Acacia sirissa,Acacia Sirissa,204633,"1010,3",L.,yes,,
vfdDarAja,vṛddharāja,Rumex vesicarius,Rumex Vesicarius,204668,"1011,1",L.,yes,,
vfdDaviBItaka,vṛddhavibhītaka,Spondias mangifera,Spondias Mangifera,204678,"1011,1",L.,yes,,
vfdDida,vṛddhida,Batatas edulis,Batatas Edulis,204749,"1011,2",ib.,no,2,rare(2-9)
vfntitA,vṛntitā,Wrightea antidysenterica,Wrightea Antidysenterica,204779,"1011,2",L.,yes,,
vfSa,vṛśa,Gendarussa vulgaris,Gendarussa Vulgaris,204830,"1011,3",L.,yes,1,hapax(1)
vfScika,vṛścika,Boerhavia procumbens,Boerhavia Procumbens,204842,"1011,3",L.,yes,3,uncommon(10-99)
vfScikA,vṛścikā,Boerhavia procumbens,Boerhavia Procumbens,204843,"1011,3",L.,yes,2,rare(2-9)
vfScikacCadA,vṛścikacchadā,Tragia involucrata,Tragia Involucrata,204846,"1011,3",L.,yes,,
vfScikapattrikA,vṛścikapattrikā,Basella cordifolia,Basella Cordifolia,204847,"1011,3",L.,yes,,
vfScikapriyA,vṛścikapriyā,Basella rubra,Basella Rubra,204848,"1011,3",W.,no,,
vfScikapriyA,vṛścikapriyā,Lucida,Lucida,204848,"1011,3",W.,no,,
vfScikAlI,vṛścikālī,Tragia involucrata,Tragia Involucrata,204851,"1011,3",L.,yes,3,uncommon(10-99)
vfScikarRI,vṛścikarṇī,Salvinia cucullata,Salvinia Cucullata,204853,"1011,3",L.,yes,1,hapax(1)
vfScipattrI,vṛścipattrī,Tragia involucrata,Tragia Involucrata,204854,"1011,3",L.,yes,,
vfza,vṛṣa,Gendarussa vulgaris,Gendarussa Vulgaris,204893,"1012,1",L.; Kāṭh.; Suśr.,no,4,common(100-999)
vfza,vṛṣa,Adhatoda,Adhatoda,204893,"1012,1",L.; Kāṭh.; Suśr.,no,4,common(100-999)
vfza,vṛṣa,Boerhavia procumbens,Boerhavia Procumbens,204893,"1012,1",L.; Kāṭh.; Suśr.,no,4,common(100-999)
vfza,vṛṣa,Variegata,Variegata,204893,"1012,1",L.; Kāṭh.; Suśr.,no,4,common(100-999)
vfzA,vṛṣā,Gendarussa vulgaris,Gendarussa Vulgaris,204894,"1012,1",L.,yes,3,uncommon(10-99)
vfzA,vṛṣā,Adhatoda,Adhatoda,204894,"1012,1",L.,yes,3,uncommon(10-99)
vfzA,vṛṣā,Salvinia cucullata,Salvinia Cucullata,204895,"1012,1",L.,yes,3,uncommon(10-99)
vfzA,vṛṣā,Mucuna pruritus,Mucuna Pruritus,204896,"1012,1",L.,yes,3,uncommon(10-99)
vfza,vṛṣa,Myrobalan,myrobalan,204900,"1012,1",L.; L.,yes,4,common(100-999)
vfzakarRikA,vṛṣakarṇikā,Cocculus tomentosus,Cocculus Tomentosus,204901,"1012,1",Car.; L.,no,,
vfzaganDA,vṛṣagandhā,Argyreia speciosa,Argyreia Speciosa,204909,"1012,1",L.,yes,2,rare(2-9)
vfzaganDA,vṛṣagandhā,Argentea,Argentea,204909,"1012,1",L.,yes,2,rare(2-9)
vfzaDvANkzI,vṛṣadhvāṅkṣī,Cyperus,Cyperus,204931,"1012,1",L.,yes,2,rare(2-9)
vfzanASana,vṛṣanāśana,Embelia ribes,Embelia Ribes,204933,"1012,1",L.,yes,,
vfzaparRI,vṛṣaparṇī,Salvinia cucullata,Salvinia Cucullata,204937,"1012,1",L.,yes,1,hapax(1)
vfzaparRI,vṛṣaparṇī,Cocculus tomentosus,Cocculus Tomentosus,204938,"1012,1",L.,yes,1,hapax(1)
vfzAkara,vṛṣākara,Phaseolus radiatus,Phaseolus Radiatus,204969,"1012,2",L.,yes,2,rare(2-9)
vfzaparvan,vṛṣaparvan,Scirpus kysoor,Scirpus Kysoor,205017.1,"1012,2",L.,yes,3,uncommon(10-99)
vfzaBI,vṛṣabhī,Mucuna pruriens,Mucuna Pruriens,205084,"1012,3",L.,yes,,
vfzAkapAyI,vṛṣākapāyī,Asparagus racemosus,Asparagus Racemosus,205154,"1013,1",L.,yes,1,hapax(1)
vfzya,vṛṣya,Phaseolus radiatus,Phaseolus Radiatus,205253,"1013,2",L.,yes,4,common(100-999)
vfzyA,vṛṣyā,Asparagus racemosus,Asparagus Racemosus,205254,"1013,2",L.,yes,2,rare(2-9)
vfzyA,vṛṣyā,Myrobalan,myrobalan,205255,"1013,2",L.,yes,2,rare(2-9)
vfzyakandA,vṛṣyakandā,Batatas paniculata,Batatas Paniculata,205258,"1013,2",L.,yes,2,rare(2-9)
vfzyaganDA,vṛṣyagandhā,Argyreia speciosa,Argyreia Speciosa,205259,"1013,2",L.,yes,,
vfzyaganDA,vṛṣyagandhā,Argentea,Argentea,205259,"1013,2",L.,yes,,
vfzyaganDikA,vṛṣyagandhikā,Sida cordifolia,Sida Cordifolia,205260,"1013,2",L.,yes,1,hapax(1)
vfzyaganDikA,vṛṣyagandhikā,Rhombifolia,Rhombifolia,205260,"1013,2",L.,yes,1,hapax(1)
vfzyavallikA,vṛṣyavallikā,Batatas paniculata,Batatas Paniculata,205262,"1013,2",L.,yes,1,hapax(1)
vega,vega,Trichosanthes palmata,Trichosanthes Palmata,205311,"1013,3",L.,yes,5,very-common(1000+)
vejAnI,vejānī,Vernonia anthelmintica,Vernonia Anthelmintica,205413,"1014,1",L.,yes,,
veRI,veṇī,Lipeocercis serrata,Lipeocercis Serrata,205454,"1014,2",Car.,no,3,uncommon(10-99)
veRIgamUlaka,veṇīgamūlaka,Andropogon muricatus,Andropogon Muricatus,205459,"1014,2",L.,yes,1,hapax(1)
veRIra,veṇīra,Sapindus detergens,Sapindus Detergens,205473,"1014,2",L.,yes,,
veRukarkara,veṇukarkara,Capparis aphylla,Capparis Aphylla,205475,"1014,2",L.,yes,,
veRuka,veṇuka,Amomum,amomum,205527,"1014,3",L.,yes,2,rare(2-9)
veRukA,veṇukā,Amomum,amomum,205531,"1014,3",BhP.,no,2,rare(2-9)
vetasa,vetasa,Calamus rotang,Calamus Rotang,205551,"1014,3",RV.,no,3,uncommon(10-99)
vetasa,vetasa,Citrus medica,Citrus Medica,205552,"1014,3",MW.,no,3,uncommon(10-99)
vetasAmla,vetasāmla,Rumex vesicarius,Rumex Vesicarius,205566,"1014,3",L.,yes,3,uncommon(10-99)
vetra,vetra,Calamus rotang,Calamus Rotang,205599,"1015,1","Uṇ. iv, 166; Kauś.; MBh.",no,3,uncommon(10-99)
vetra,vetra,Fasciculatus,Fasciculatus,205599,"1015,1","Uṇ. iv, 166; Kauś.; MBh.",no,3,uncommon(10-99)
veDamuKya,vedhamukhya,Curcuma zerumbet,Curcuma Zerumbet,206186,"1018,1",L.,yes,2,rare(2-9)
veDamuKyaka,vedhamukhyaka,Curcuma zerumbet,Curcuma Zerumbet,206189,"1018,1",L.,yes,1,hapax(1)
veDaka,vedhaka,Rumex vesicarius,Rumex Vesicarius,206196,"1018,1",L.,yes,3,uncommon(10-99)
veDanI,vedhanī,Trigonella foenum graecum,Trigonella Foenum Graecum,206207,"1018,1",L.,yes,1,hapax(1)
veDin,vedhin,Rumex vesicarius,Rumex Vesicarius,206214,"1018,2",L.,yes,4,common(100-999)
veDinI,vedhinī,Trigonella foenum graecum,Trigonella Foenum Graecum,206216,"1018,2",L.,yes,,
vella,vella,Embelia ribes,Embelia Ribes,206317,"1018,3",L.,yes,3,uncommon(10-99)
vellikA,vellikā,Trigonella corniculata,Trigonella Corniculata,206322,"1018,3",L.,yes,1,hapax(1)
vellikAKyA,vellikākhyā,Trigonella corniculata,Trigonella Corniculata,206333,"1018,3",L.,yes,,
veSyA,veśyā,Clypea hernandifolia,Clypea Hernandifolia,206426,"1019,2",L.,yes,4,common(100-999)
vezaRA,veṣaṇā,Flacourtia cataphracta,Flacourtia Cataphracta,206468,"1019,2",L.,yes,1,hapax(1)
vezwavaMSa,veṣṭavaṃśa,Bambusa spinosa,Bambusa Spinosa,206486,"1019,2",L.,yes,,
vezwaka,veṣṭaka,Beninkasa cerifera,Beninkasa Cerifera,206492,"1019,2",L.,yes,2,rare(2-9)
vezwana,veṣṭana,Pongamia glabra,Pongamia Glabra,206507,"1019,3",L.,yes,3,uncommon(10-99)
vEkaNkata,vaikaṅkata,Flacourtia sapida,Flacourtia Sapida,206557,"1020,1",AV.; TS.; Br.,no,2,rare(2-9)
vEkaNkata,vaikaṅkata,Flacourtia sapida,Flacourtia Sapida,206557.1,"1020,1",L.,yes,2,rare(2-9)
vEkuRWa,vaikuṇṭha,Ocimum,Ocimum,206614,"1020,2",L.,yes,3,uncommon(10-99)
vEjayantI,vaijayantī,Premna spinosa,Premna Spinosa,206762,"1021,1",Suśr.,no,3,uncommon(10-99)
vEjayantI,vaijayantī,Sesbania aegyptiaca,Sesbania Aegyptiaca,206763,"1021,1",L.,yes,3,uncommon(10-99)
vEjayantikA,vaijayantikā,Sesbania aegyptiaca,Sesbania Aegyptiaca,206773,"1021,1",L.,yes,2,rare(2-9)
vEjayantikA,vaijayantikā,Premna spinosa,Premna Spinosa,206774,"1021,1",Bhpr.,no,2,rare(2-9)
vEtasa,vaitasa,Rumex vesicarius,Rumex Vesicarius,206880,"1021,3",L.,yes,2,rare(2-9)
vEtasa,vaitasa,Calamus fasciculatus,Calamus Fasciculatus,206881,"1021,3",W.,no,2,rare(2-9)
vEdya,vaidya,Gendarussa vulgaris,Gendarussa Vulgaris,207066,"1022,3",L.,yes,4,common(100-999)
vEdyabanDu,vaidyabandhu,Cathartocarpus,Cathartocarpus,207111,"1022,3",L.,yes,,
vEdyabanDu,vaidyabandhu,Cassia,Cassia,207111,"1022,3",L.,yes,,
vEdyabanDu,vaidyabandhu,Fistula,Fistula,207111,"1022,3",L.,yes,,
vEdyamAtf,vaidyamātṛ,Gendarussa vulgaris,Gendarussa Vulgaris,207118,"1022,3",L.,yes,1,hapax(1)
vEdyasiMhI,vaidyasiṃhī,Gendarussa vulgaris,Gendarussa Vulgaris,207148,"1022,3",L.,yes,,
vEparItya,vaiparītya,Mimosa,Mimosa,207293,"1023,3",L.,yes,3,uncommon(10-99)
vEparItyalajjAlu,vaiparītyalajjālu,Mimosa pudica,Mimosa Pudica,207294,"1023,3",MW.,no,,
vEBIta,vaibhīta,Terminalia bellerica,Terminalia Bellerica,207348,"1024,1",Car.,no,1,hapax(1)
vErAtaNka,vairātaṅka,Terminalia arunja,Terminalia Arunja,207530,"1025,1",L.,yes,,
vErAntaka,vairāntaka,Terminalia arunja,Terminalia Arunja,207538,"1025,1",L.,yes,1,hapax(1)
vEriRa,vairiṇa,Andropogon muricatus,Andropogon Muricatus,207557,"1025,1","RV. i, 191, 3.",no,1,hapax(1)
vEzRavI,vaiṣṇavī,Asparagus racemosus,Asparagus Racemosus,208022,"1027,3",L.,yes,3,uncommon(10-99)
vEzRavI,vaiṣṇavī,Ocimum sanctum,Ocimum Sanctum,208023,"1027,3",L.,yes,3,uncommon(10-99)
vEzRavI,vaiṣṇavī,Clitoria ternatea,Clitoria Ternatea,208024,"1027,3",L.,yes,3,uncommon(10-99)
vora,vora,Dolichos catjang,Dolichos Catjang,208176,"1028,2",W.,no,,
vorawa,voraṭa,Jasminum multiflorum,Jasminum Multiflorum,208180,"1028,2",L.,yes,1,hapax(1)
vorawa,voraṭa,Pubescens,Pubescens,208180,"1028,2",L.,yes,1,hapax(1)
vyaktaganDA,vyaktagandhā,Sanseviera,Sanseviera,208398,"1029,2",,no,2,rare(2-9)
vyaktaganDA,vyaktagandhā,Clitoria ternatea,Clitoria Ternatea,208399,"1029,2",,no,2,rare(2-9)
vyaYjana,vyañjana,Pandanus odoratissimus,Pandanus Odoratissimus,208448,"1029,3",L.,yes,4,common(100-999)
vyaqambaka,vyaḍambaka,Ricinus communis,Ricinus Communis,208483,"1029,3",L.,yes,2,rare(2-9)
vyavahArikA,vyavahārikā,Terminalia catappa,Terminalia Catappa,209212,"1034,3",L.,yes,,
vyAGAta,vyāghāta,Cassia fistula,Cassia Fistula,209536,"1036,2",L.,yes,3,uncommon(10-99)
vyAGra,vyāghra,Pongamia glabra,Pongamia Glabra,209553,"1036,2",L.,yes,5,very-common(1000+)
vyAGradaMzwra,vyāghradaṃṣṭra,Tribulus lanuginosus,Tribulus Lanuginosus,209569,"1036,2",L.,yes,,
vyAGradala,vyāghradala,Ricinus communis,Ricinus Communis,209571,"1036,2",L.,yes,1,hapax(1)
vyAGranaKa,vyāghranakha,Tithymalus,Tithymalus,209573,"1036,2",L.,yes,3,uncommon(10-99)
vyAGranaKa,vyāghranakha,Euphorbia antiquorum,Euphorbia Antiquorum,209573,"1036,2",L.,yes,3,uncommon(10-99)
vyAGranaKa,vyāghranakha,Unguis odoratus,Unguis Odoratus,209575,"1036,2",Suśr.; VarBṛS.; Bhpr.,no,3,uncommon(10-99)
vyAGrapad,vyāghrapad,Flacourtia cataphracta,Flacourtia Cataphracta,209581.1,"1036,2",L.,yes,,
vyAGrapAda,vyāghrapāda,Flacourtia sapida,Flacourtia Sapida,209586,"1036,2",L.,yes,2,rare(2-9)
vyAGrapAda,vyāghrapāda,Asteracantha longifolia,Asteracantha Longifolia,209587,"1036,2",L.,yes,2,rare(2-9)
vyAGrapucCa,vyāghrapuccha,Ricinus communis,Ricinus Communis,209592,"1036,2",Bhpr.,no,2,rare(2-9)
vyAGrapucCaka,vyāghrapucchaka,Palma christi,Palma Christi,209594,"1036,2",L.,yes,,
vyAGrarUpA,vyāghrarūpā,Momordica,Momordica,209608,"1036,2",Dhanv.,no,,
vyAGrAdanI,vyāghrādanī,Ipomoea turpethum,Ipomoea Turpethum,209623,"1036,3",L.,yes,,
vyAGrI,vyāghrī,Solanum jacquini,Solanum jacquini,209634,"1036,3",Bhpr.,no,3,uncommon(10-99)
vyAqAyuDa,vyāḍāyudha,Unguis odoratus,Unguis Odoratus,209675,"1036,3",L.,yes,1,hapax(1)
vyADi,vyādhi,Costus speciosus,Costus Speciosus,209710,"1037,1",L.,yes,5,very-common(1000+)
vyADi,vyādhi,Arabicus,Arabicus,209710,"1037,1",L.,yes,5,very-common(1000+)
vyADiGAta,vyādhighāta,Cathartocarpus fistula,Cathartocarpus Fistula,209713,"1037,1",Suśr.; Bhpr.,no,3,uncommon(10-99)
vyADiGAta,vyādhighāta,Calamus rotang,Calamus Rotang,209714,"1037,1",L.,yes,3,uncommon(10-99)
vyADiGna,vyādhighna,Cathartocarpus fistula,Cathartocarpus Fistula,209716,"1037,1",Dhanv.,no,,
vyADiripu,vyādhiripu,Webera corymbosa,Webera Corymbosa,209725,"1037,1",L.,yes,1,hapax(1)
vyADiripu,vyādhiripu,Pterospermum acerifolium,Pterospermum Acerifolium,209725,"1037,1",L.,yes,1,hapax(1)
vyApti,vyāpti,Sesamum,sesamum,209783,"1037,3",IW. 62; Kap.; Nyāyam.,no,3,uncommon(10-99)
vyApya,vyāpya,Costus speciosus,Costus Speciosus,209812,"1037,3",L.,yes,2,rare(2-9)
vyApya,vyāpya,Arabicus,Arabicus,209812,"1037,3",L.,yes,2,rare(2-9)
vyAma,vyāma,Costus speciosus,Costus Speciosus,209871,"1038,1",VarBṛS.,no,3,uncommon(10-99)
vyAma,vyāma,Arabicus,Arabicus,209871,"1038,1",VarBṛS.,no,3,uncommon(10-99)
vyAla,vyāla,Plumbago ceylanica,Plumbago Ceylanica,209939,"1038,2",L.,yes,4,common(100-999)
vyAladaMzwra,vyāladaṃṣṭra,Asteracantha longifolia,Asteracantha Longifolia,209956,"1038,3",L.; Dhanv.,no,,
vyAladaMzwra,vyāladaṃṣṭra,Tribulus lanuginosus,Tribulus Lanuginosus,209956,"1038,3",L.; Dhanv.,no,,
vyAlanaKa,vyālanakha,Unguis odoratus,Unguis Odoratus,209959,"1038,3",L.,yes,2,rare(2-9)
vyAlapattrA,vyālapattrā,Cucumis utilissimus,Cucumis Utilissimus,209960,"1038,3",L.,yes,2,rare(2-9)
vyAlambahasta,vyālambahasta,Ricinus,Ricinus,209982,"1038,3",L.,yes,,
vyomavallikA,vyomavallikā,Cassyta filiformis,Cassyta Filiformis,210402,"1041,3",L.,yes,1,hapax(1)
vrajaBU,vrajabhū,Kadamba,Kadamba,210465,"1042,1",L.,yes,,
vraRakft,vraṇakṛt,Semecarpus anacardium,Semecarpus Anacardium,210516,"1042,1",L.,yes,2,rare(2-9)
vraRaGnI,vraṇaghnī,Erythraea centaureoides,Erythraea Centaureoides,210521,"1042,1",L.,yes,2,rare(2-9)
vraRaGnI,vraṇaghnī,Pharmaceum mollugo,Pharmaceum Mollugo,210521,"1042,1",L.,yes,2,rare(2-9)
vraRajitA,vraṇajitā,Schoenanthus indicus,Schoenanthus Indicus,210524,"1042,1",Dhanv.,no,,
vraRadviz,vraṇadviṣ,Clerodendrum siphonanthus,Clerodendrum Siphonanthus,210527,"1042,1",L.,yes,,
vraRahA,vraṇahā,Cocculus cordifolius,Cocculus Cordifolius,210547,"1042,2",L.,yes,,
vraRahft,vraṇahṛt,Methonica superba,Methonica Superba,210549,"1042,2",L.,yes,1,hapax(1)
vraRAri,vraṇāri,Agati grandiflora,Agati Grandiflora,210551,"1042,2",L.,yes,2,rare(2-9)
vrIhikAYcana,vrīhikāñcana,Ervum lens,Ervum Lens,210785,"1043,2",L.,yes,,
